PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,Name_length,IsAlone,Title,Survived
25,3,1,-1.662117376242462,3,1,-0.23628555651910413,1,5,0.19671591445218697,0,Miss,0
26,3,1,0.6120194268815157,1,5,-0.03689118372041605,1,7,3.1431939269170677,0,Mrs,1
27,3,0,0.19854581869126806,0,0,-0.5040782414414634,2,1,-0.4346722310760017,1,Mr,0
28,1,0,-0.8282672150970034,3,2,4.441385584263695,1,6,0.30194727204021843,0,Mr,0
29,3,1,-0.613396709893425,0,0,-0.4914291458114123,0,1,0.19671591445218697,1,Miss,1
30,3,0,0.19854581869126806,0,0,-0.4911081812937436,1,1,-0.8555976614281275,1,Mr,0
31,1,0,0.7636285470897809,0,0,-0.10778760522256871,2,1,-0.3294408734879703,1,Mr,0
32,1,1,0.5388592118972947,1,0,2.1892355694183183,2,2,1.9856489934487218,0,Mrs,1
33,3,1,-0.613396709893425,0,0,-0.49392725518989383,0,1,-0.3294408734879703,1,Miss,1
34,2,0,2.734547109797228,0,0,-0.440755422443577,1,1,-0.6451349462520647,1,Mr,0
35,1,0,-0.14602617415981017,1,0,0.9450146831545043,2,2,-0.4346722310760017,0,Mr,0
36,1,0,0.915237667298046,1,0,0.36165587172811325,1,2,0.30194727204021843,0,Mr,0
37,3,0,0.19854581869126806,0,0,-0.5039970335514509,2,1,-1.171291734192222,1,Mr,1
38,3,0,-0.6766580948887383,0,0,-0.48812669161756833,1,1,-0.3294408734879703,1,Mr,0
39,3,1,-0.904071775201136,2,0,-0.2957413331354402,1,3,0.7228727023923442,0,Miss,0
40,3,1,-1.2072900156176665,1,0,-0.4264144957715976,2,2,-0.013746800723875921,0,Miss,1
41,3,1,0.7636285470897809,1,0,-0.4605740146490223,1,2,1.9856489934487218,0,Mrs,0
42,2,1,-0.22183073426394276,1,0,-0.23773569741218548,1,2,3.037962569329036,0,Mrs,0
43,3,0,0.19854581869126806,0,0,-0.4911081812937436,2,1,-0.8555976614281275,1,Mr,0
44,2,1,-2.041140176763125,1,2,0.16016749547981565,2,4,1.354260847920533,0,Miss,1
45,3,1,-0.8282672150970034,0,0,-0.4914291458114123,0,1,0.19671591445218697,1,Miss,1
46,3,0,0.19854581869126806,0,0,-0.48812669161756833,1,1,-0.3294408734879703,1,Mr,0
47,3,0,0.19854581869126806,1,0,-0.3440793629048191,0,2,-1.0660603766041905,0,Mr,0
48,3,1,-0.613396709893425,0,0,-0.49392725518989383,0,1,-0.22420951589993884,1,Miss,1
49,3,0,0.19854581869126806,2,0,-0.2246032214844406,2,3,-0.8555976614281275,0,Mr,0
50,3,1,-0.904071775201136,1,0,-0.2996083755169905,1,2,1.8804176358606903,0,Mrs,0
51,3,0,-1.7379219363465945,4,1,0.123591075113922,1,6,-0.11897815831190738,0,Master,0
52,3,0,-0.6766580948887383,0,0,-0.4929604945945062,1,1,0.09148455686415553,1,Mr,0
53,1,1,1.445869588026974,1,0,0.8398001940372836,2,2,1.354260847920533,0,Mrs,1
54,2,1,-0.0702216140556776,1,0,-0.14105963787342762,1,2,2.4065744238008477,0,Mrs,1
55,1,0,2.658742549693095,0,1,0.5546058183979476,2,2,0.30194727204021843,0,Mr,0
56,1,0,0.19854581869126806,0,0,0.0426248752502123,1,1,-1.0660603766041905,1,Mr,1
57,2,1,-0.6766580948887383,0,0,-0.440755422443577,1,1,-1.0660603766041905,1,Miss,1
58,3,0,-0.1081238941077439,0,0,-0.5039970335514509,2,1,-0.8555976614281275,1,Mr,0
59,2,1,-1.8895310565548598,1,2,-0.10722301703486238,1,4,0.09148455686415553,0,Miss,1
60,3,0,-1.434703695930064,5,2,0.2630462909985802,1,8,0.7228727023923442,0,Master,0
61,3,0,-0.6008535347846057,0,0,-0.5039970335514509,2,1,-0.6451349462520647,1,Mr,0
62,1,1,0.6120194268815157,0,0,0.9030418051451572,1,1,-0.8555976614281275,1,Miss,1
63,1,0,1.1426513476104438,1,0,0.9702316665245938,1,2,-0.013746800723875921,0,Mr,0
64,3,0,-1.9653356166589924,3,2,-0.10432273524869967,1,6,-0.6451349462520647,0,Master,0
65,1,0,0.19854581869126806,0,0,-0.10778760522256871,2,1,-0.6451349462520647,1,Mr,0
66,3,0,-1.8529446292442238,1,1,-0.3489943737717696,2,3,-0.3294408734879703,0,Master,1
67,2,1,-0.0702216140556776,0,0,-0.440755422443577,1,1,0.09148455686415553,1,Mrs,1
68,3,0,-0.8282672150970034,0,0,-0.48603268816795886,1,1,-0.3294408734879703,1,Mr,0
69,3,1,-0.9798763353052686,4,2,-0.4905435931060373,1,7,0.4071786296282499,0,Miss,1
70,3,0,-0.29763529436807534,2,0,-0.4762838743240705,1,3,-1.0660603766041905,0,Mr,0
71,2,0,0.15719206625672016,0,0,-0.440755422443577,1,1,-0.11897815831190738,1,Mr,0
72,3,1,-1.0556808954094012,5,2,0.2630462909985802,1,8,-0.11897815831190738,0,Miss,0
73,2,0,-0.6766580948887383,0,0,0.777362927744772,1,1,-0.7503663038400961,1,Mr,0
74,3,0,-0.29763529436807534,1,0,-0.3643001275179457,2,2,-0.013746800723875921,0,Mr,0
75,3,0,0.15719206625672016,0,0,0.4485831174229828,1,1,-1.4869858069563162,1,Mr,1
76,3,0,-0.37343985447220795,0,0,-0.495860776380669,1,1,-0.4346722310760017,1,Mr,0
77,3,0,0.19854581869126806,0,0,-0.4911081812937436,1,1,-1.0660603766041905,1,Mr,0
78,3,0,0.19854581869126806,0,0,-0.48812669161756833,1,1,-0.3294408734879703,1,Mr,0
79,2,0,-2.2056360721890926,0,2,-0.08305400215017292,1,3,0.19671591445218697,0,Master,1
80,3,1,0.00558294604845499,0,0,-0.40256837892576763,1,1,-0.3294408734879703,1,Miss,1
81,3,0,-0.6008535347846057,0,0,-0.46975824030520436,1,1,-0.7503663038400961,1,Mr,0
82,3,0,-0.0702216140556776,0,0,-0.4600906343513286,1,1,-0.013746800723875921,1,Mr,1
83,3,1,-0.613396709893425,0,0,-0.4932021847433531,0,1,0.30194727204021843,1,Miss,1
84,1,0,-0.14602617415981017,0,0,0.26691333338013057,1,1,-0.4346722310760017,1,Mr,0
85,2,1,-0.9798763353052686,0,0,-0.440755422443577,1,1,-0.8555976614281275,1,Miss,1
86,3,1,0.23299662636085275,3,0,-0.3373120387371061,1,4,2.9327312117410047,0,Mrs,1
87,3,0,-1.0556808954094012,1,3,0.020872761853991784,1,5,-0.5399035886640332,0,Mr,0
88,3,0,0.19854581869126806,0,0,-0.48812669161756833,1,1,0.19671591445218697,1,Mr,0
89,1,1,-0.5250489746804731,3,2,4.441385584263695,1,6,-0.11897815831190738,0,Miss,1
90,3,0,-0.4492444145763405,0,0,-0.48812669161756833,1,1,-0.5399035886640332,1,Mr,0
91,3,0,-0.0702216140556776,0,0,-0.48812669161756833,1,1,-0.7503663038400961,1,Mr,0
92,3,0,-0.7524626549928709,0,0,-0.49191252610910613,1,1,-0.11897815831190738,1,Mr,0
93,1,0,1.2184559077145765,1,0,0.5390564409817339,1,2,-0.013746800723875921,0,Mr,0
94,3,0,-0.29763529436807534,1,2,-0.2459531624729799,1,4,-0.4346722310760017,0,Mr,0
95,3,0,2.2039151890683,0,0,-0.5035948611437696,1,1,-1.0660603766041905,1,Mr,0
96,3,0,0.19854581869126806,0,0,-0.48812669161756833,1,1,-0.013746800723875921,1,Mr,0
97,1,0,3.113569910317891,0,0,0.02627115301863608,2,1,-0.22420951589993884,1,Mr,0
98,1,0,-0.5250489746804731,0,1,0.5812710091399279,2,2,0.4071786296282499,0,Mr,1
99,2,1,0.30880118646498533,0,1,-0.19906527359668233,1,2,0.9333354175684072,0,Mrs,1
100,2,0,0.30880118646498533,1,0,-0.14105963787342762,1,2,-1.0660603766041905,0,Mr,0
101,3,1,-0.14602617415981017,0,0,-0.4911081812937436,1,1,-0.4346722310760017,1,Miss,0
102,3,0,0.19854581869126806,0,0,-0.4911081812937436,1,1,0.5124099872162814,1,Mr,0
103,1,0,-0.6766580948887383,0,1,0.850595042845381,1,2,-0.22420951589993884,0,Mr,0
104,3,0,0.23299662636085275,0,0,-0.47644435658290485,1,1,-0.11897815831190738,1,Mr,0
105,3,0,0.5362148667773831,2,0,-0.4905435931060373,1,3,0.30194727204021843,0,Mr,0
106,3,0,-0.14602617415981017,0,0,-0.4911081812937436,1,1,-0.6451349462520647,1,Mr,0
107,3,1,-0.6766580948887383,0,0,-0.495860776380669,1,1,0.5124099872162814,1,Miss,1
108,3,0,0.19854581869126806,0,0,-0.49344387489220004,1,1,-0.5399035886640332,1,Mr,1
109,3,0,0.6120194268815157,0,0,-0.4911081812937436,1,1,-1.2765230917802535,1,Mr,0
110,3,1,-0.613396709893425,1,0,-0.17682977990276808,0,2,-0.8555976614281275,0,Miss,1
111,1,0,1.294260467818709,0,0,0.36165587172811325,1,1,0.30194727204021843,1,Mr,0
112,3,1,-1.1693877355656002,1,0,-0.3643001275179457,2,2,-0.7503663038400961,0,Miss,0
113,3,0,-0.6008535347846057,0,0,-0.48812669161756833,1,1,-0.5399035886640332,1,Mr,0
114,3,1,-0.7524626549928709,1,0,-0.45380669048130934,1,2,-0.4346722310760017,0,Miss,0
115,3,1,-0.9798763353052686,0,0,-0.3642208531491239,2,1,-0.6451349462520647,1,Miss,0
116,3,0,-0.6766580948887383,0,0,-0.4905435931060373,1,1,-0.6451349462520647,1,Mr,0
117,3,0,3.0756676302658246,0,0,-0.49392725518989383,0,1,-0.7503663038400961,1,Mr,0
118,2,0,-0.0702216140556776,1,0,-0.23773569741218548,1,2,0.4071786296282499,0,Mr,0
119,1,0,-0.4492444145763405,0,1,4.142091972101227,2,2,-0.3294408734879703,0,Mr,0
120,3,1,-2.1169447368672576,4,2,-0.03906639506003812,1,7,0.6176413448043128,0,Miss,0
121,2,0,-0.6766580948887383,2,0,0.777362927744772,1,3,-0.013746800723875921,0,Mr,0
122,3,0,0.19854581869126806,0,0,-0.48812669161756833,1,1,-0.11897815831190738,1,Mr,0
123,2,0,0.19509434630878647,1,0,-0.06234985723935256,2,2,-0.7503663038400961,0,Mr,0
124,2,1,0.19509434630878647,0,0,-0.39241739267419806,1,1,-0.8555976614281275,1,Miss,1
125,1,0,1.8248923885476371,0,1,0.850595042845381,1,2,-0.013746800723875921,0,Mr,0
126,3,0,-1.3588991358259315,1,0,-0.4264144957715976,2,2,0.09148455686415553,0,Master,1
127,3,0,0.19854581869126806,0,0,-0.49392725518989383,0,1,-0.8555976614281275,1,Mr,0
128,3,0,-0.4492444145763405,0,0,-0.5056888645933791,1,1,-0.22420951589993884,1,Mr,1
129,3,1,-0.613396709893425,1,1,-0.21147267907788653,2,3,-1.0660603766041905,0,Miss,1
130,3,0,1.1426513476104438,0,0,-0.5089120444184012,1,1,-0.960829019016159,1,Mr,0
131,3,0,0.23299662636085275,0,0,-0.4911081812937436,2,1,-0.7503663038400961,1,Mr,0
132,3,0,-0.7524626549928709,0,0,-0.50746190352532,1,1,0.30194727204021843,1,Mr,0
133,3,1,1.294260467818709,1,0,-0.3634145748125707,1,2,1.9856489934487218,0,Mrs,0
134,2,1,-0.0702216140556776,1,0,-0.14105963787342762,1,2,1.8804176358606903,0,Mrs,1
135,2,0,-0.37343985447220795,0,0,-0.39241739267419806,1,1,0.30194727204021843,1,Mr,0
136,2,0,-0.5250489746804731,0,0,-0.3528614161533199,2,1,-0.960829019016159,1,Mr,0
137,1,1,-0.8282672150970034,0,2,-0.1355819723399616,1,3,0.09148455686415553,0,Miss,1
138,1,0,0.5362148667773831,1,0,0.38292460482664,1,2,-0.013746800723875921,0,Mr,0
139,3,0,-1.0556808954094012,0,0,-0.4655682998847946,1,1,-0.8555976614281275,1,Mr,0
140,1,0,-0.4492444145763405,0,0,0.8875736356189561,2,1,-0.960829019016159,1,Mr,0
141,3,1,0.5388592118972947,0,2,-0.3489943737717696,2,3,0.19671591445218697,0,Mrs,0
142,3,1,-0.6008535347846057,0,0,-0.49392725518989383,1,1,-0.3294408734879703,1,Miss,1
143,3,1,-0.4492444145763405,1,0,-0.3373120387371061,1,2,2.6170371389769103,0,Mrs,1
144,3,0,-0.8282672150970034,0,0,-0.5132624670976453,0,1,-0.8555976614281275,1,Mr,0
145,2,0,-0.904071775201136,0,0,-0.4214202105358254,1,1,-0.11897815831190738,1,Mr,0
146,2,0,-0.8282672150970034,1,1,0.06679389013490176,1,3,0.09148455686415553,0,Mr,0
147,3,0,-0.22183073426394276,0,0,-0.4930417024845188,1,1,1.7751862782726588,1,Mr,1
148,3,1,-1.5863128161383293,2,2,0.020872761853991784,1,5,0.5124099872162814,0,Miss,0
149,2,0,0.4983125867253168,0,2,-0.14105963787342762,1,3,1.354260847920533,0,Mr,0
150,2,0,0.915237667298046,0,0,-0.39241739267419806,1,1,0.6176413448043128,1,Other,0
151,2,0,1.5974787082352393,0,0,-0.4016016183303801,1,1,-0.11897815831190738,1,Other,0
152,1,1,-0.6008535347846057,1,0,0.643949965581286,1,2,0.6176413448043128,0,Mrs,1
153,3,0,1.938599228703836,0,0,-0.48812669161756833,1,1,-1.171291734192222,1,Mr,0
154,3,0,0.8015308271418472,0,2,-0.3634145748125707,1,3,0.4071786296282499,0,Mr,0
155,3,0,0.19854581869126806,0,0,-0.5023864103995351,1,1,-0.6451349462520647,1,Mr,0
156,1,0,1.5974787082352393,0,1,0.5430046912532968,2,2,-0.013746800723875921,0,Mr,0
157,3,1,-1.0556808954094012,0,0,-0.49425015322875326,0,1,0.5124099872162814,1,Miss,1
158,3,0,0.00558294604845499,0,0,-0.48812669161756833,1,1,-1.2765230917802535,1,Mr,0
159,3,0,0.19854581869126806,0,0,-0.4762838743240705,1,1,-0.8555976614281275,1,Mr,0
160,3,0,-1.8529446292442238,8,2,0.7009888407091532,1,11,-0.11897815831190738,0,Master,0
161,3,0,1.0668467875063112,0,1,-0.33247823576016816,1,2,-0.3294408734879703,0,Mr,0
162,2,1,0.7636285470897809,0,0,-0.33924555992788125,1,1,2.4065744238008477,1,Mrs,1
163,3,0,-0.29763529436807534,0,0,-0.49344387489220004,1,1,-0.11897815831190738,1,Mr,0
164,3,0,-0.9798763353052686,0,0,-0.4762838743240705,1,1,-1.2765230917802535,1,Mr,0
165,3,0,-2.19274929697139,4,1,0.123591075113922,1,6,0.09148455686415553,0,Master,0
166,3,0,-1.5863128161383293,0,2,-0.24691992306836752,1,3,2.0908803510367533,0,Master,1
167,1,1,0.5388592118972947,0,1,0.41966150745136793,1,2,1.1437981327444702,0,Mrs,1
168,3,1,1.1426513476104438,1,4,-0.10432273524869967,1,6,2.0908803510367533,0,Mrs,0
169,1,0,0.19854581869126806,0,0,-0.14250977876650897,1,1,-0.8555976614281275,1,Mr,0
170,3,0,-0.14602617415981017,0,0,0.4485831174229828,1,1,-1.4869858069563162,1,Mr,0
171,1,0,2.355524309276565,0,0,0.00395445143470916,1,1,-0.22420951589993884,1,Mr,0
172,3,0,-1.9653356166589924,4,1,-0.08063710066170397,0,6,-0.7503663038400961,0,Master,0
173,3,1,-2.19274929697139,1,1,-0.428510432742398,1,3,0.09148455686415553,0,Miss,1
174,3,0,-0.6766580948887383,0,0,-0.4905435931060373,1,1,-0.22420951589993884,1,Mr,0
175,1,0,1.9765015087559021,0,0,-0.05026534979700783,2,1,-0.4346722310760017,1,Mr,0
176,3,0,-0.904071775201136,1,1,-0.49191252610910613,1,3,-0.5399035886640332,0,Mr,0
177,3,0,-1.8529446292442238,3,1,-0.15137110638383156,1,5,0.19671591445218697,0,Master,0
178,1,1,1.5216741481311067,0,0,-0.08861287557365152,2,1,-0.11897815831190738,1,Miss,0
179,2,0,0.00558294604845499,0,0,-0.39241739267419806,1,1,-0.960829019016159,1,Mr,0
180,3,0,0.4604103066732505,0,0,-0.6437751474749684,1,1,-0.8555976614281275,1,Mr,0
181,3,1,-0.613396709893425,8,2,0.7009888407091532,1,11,0.09148455686415553,0,Miss,0
182,2,0,0.19854581869126806,0,0,-0.3527802082633073,2,1,-1.171291734192222,1,Mr,0
183,3,0,-1.5863128161383293,4,2,-0.03689118372041605,1,7,1.0385667751564387,0,Master,0
184,2,0,-2.19274929697139,2,1,0.1102981169273428,1,4,-0.22420951589993884,0,Master,1
185,3,1,-1.9653356166589924,0,2,-0.21791710520674015,1,3,0.8281040599803757,0,Miss,1
186,1,0,0.19854581869126806,0,0,0.3229854479126101,1,1,-0.6451349462520647,1,Mr,0
187,3,1,0.5388592118972947,1,0,-0.3440793629048191,0,2,2.0908803510367533,0,Mrs,1
188,1,0,1.1426513476104438,0,0,-0.13042527132416426,1,1,1.8804176358606903,1,Mr,1
189,3,0,0.7636285470897809,1,1,-0.3440793629048191,0,3,-1.171291734192222,0,Mr,0
190,3,0,0.4604103066732505,0,0,-0.4911081812937436,1,1,-0.8555976614281275,1,Mr,0
191,2,1,0.15719206625672016,0,0,-0.39241739267419806,1,1,-0.8555976614281275,1,Mrs,1
192,2,0,-0.8282672150970034,0,0,-0.39241739267419806,1,1,-0.6451349462520647,1,Mr,0
193,3,1,-0.8282672150970034,1,0,-0.49191252610910613,1,2,2.0908803510367533,0,Miss,1
194,2,0,-2.041140176763125,1,1,-0.14105963787342762,1,3,-0.11897815831190738,0,Master,1
195,1,1,1.0668467875063112,0,0,-0.10778760522256871,2,1,1.4594922055085644,1,Mrs,1
196,1,1,2.1281106289641674,0,0,2.1892355694183183,2,1,-0.7503663038400961,1,Miss,1
197,3,0,0.19854581869126806,0,0,-0.49392725518989383,0,1,-0.8555976614281275,1,Mr,0
198,3,0,0.915237667298046,0,1,-0.48127815955984277,1,2,0.5124099872162814,0,Mr,0
199,3,1,-0.613396709893425,0,0,-0.49392725518989383,0,1,0.5124099872162814,1,Miss,1
200,2,1,-0.4492444145763405,0,0,-0.39241739267419806,1,1,1.1437981327444702,1,Miss,0
201,3,0,-0.14602617415981017,0,0,-0.4600906343513286,1,1,0.30194727204021843,1,Mr,0
202,3,0,0.19854581869126806,8,2,0.7009888407091532,1,11,-0.8555976614281275,0,Mr,0
203,3,0,0.30880118646498533,0,0,-0.5181774779645959,1,1,-0.11897815831190738,1,Mr,0
204,3,0,1.1805536276625102,0,0,-0.5040782414414634,2,1,-0.7503663038400961,1,Mr,0
205,3,0,-0.904071775201136,0,0,-0.48812669161756833,1,1,-0.3294408734879703,1,Mr,1
206,3,1,-2.1169447368672576,0,1,-0.4414804928901177,1,2,-0.11897815831190738,0,Miss,0
207,3,0,0.15719206625672016,1,0,-0.3373120387371061,1,2,-0.11897815831190738,0,Mr,0
208,3,0,-0.29763529436807534,0,0,-0.2805148537580858,2,1,-0.013746800723875921,1,Mr,1
209,3,1,-1.0556808954094012,0,0,-0.49392725518989383,0,1,-0.22420951589993884,1,Miss,1
210,1,0,0.7636285470897809,0,0,-0.04438357833466977,2,1,-1.171291734192222,1,Mr,1
211,3,0,-0.4492444145763405,0,0,-0.50746190352532,1,1,-1.3817544493682847,1,Mr,0
212,2,1,0.38460574656911795,0,0,-0.23773569741218548,1,1,-0.11897815831190738,1,Miss,1
213,3,0,-0.6008535347846057,0,0,-0.5035948611437696,1,1,-0.5399035886640332,1,Mr,0
214,2,0,0.00558294604845499,0,0,-0.39241739267419806,1,1,-0.013746800723875921,1,Mr,0
215,3,0,0.19854581869126806,1,0,-0.49392725518989383,0,2,-0.8555976614281275,0,Mr,0
216,1,1,0.08138750615258758,1,0,1.546420981375591,2,2,-0.4346722310760017,0,Miss,1
217,3,1,-0.22183073426394276,0,0,-0.4905435931060373,1,1,-0.5399035886640332,1,Miss,1
218,2,0,0.915237667298046,1,0,-0.12172442596567605,1,2,0.09148455686415553,0,Mr,0
219,1,1,0.15719206625672016,0,0,0.8313410388276422,2,1,-0.6451349462520647,1,Miss,1
220,2,0,0.00558294604845499,0,0,-0.440755422443577,1,1,-0.960829019016159,1,Mr,0
221,3,0,-1.0556808954094012,0,0,-0.48812669161756833,1,1,0.30194727204021843,1,Mr,1
222,2,0,-0.22183073426394276,0,0,-0.39241739267419806,1,1,-0.7503663038400961,1,Mr,0
223,3,0,1.5974787082352393,0,0,-0.48812669161756833,1,1,-0.4346722310760017,1,Mr,0
224,3,0,0.19854581869126806,0,0,-0.4911081812937436,1,1,-0.7503663038400961,1,Mr,0
225,1,0,0.6120194268815157,1,0,1.096393924222673,1,2,0.09148455686415553,0,Mr,1
226,3,0,-0.6008535347846057,0,0,-0.46299091613749127,1,1,0.09148455686415553,1,Mr,0
227,2,0,-0.8282672150970034,0,0,-0.440755422443577,1,1,-0.22420951589993884,1,Mr,1
228,3,0,-0.7145603749408046,0,0,-0.5035948611437696,1,1,0.4071786296282499,1,Mr,0
229,2,0,-0.904071775201136,0,0,-0.39241739267419806,1,1,-0.22420951589993884,1,Mr,0
230,3,1,-0.613396709893425,3,1,-0.15137110638383156,1,5,-0.4346722310760017,0,Miss,0
231,1,1,0.38460574656911795,1,0,0.9702316665245938,1,2,1.7751862782726588,0,Mrs,1
232,3,0,-0.0702216140556776,0,0,-0.49344387489220004,1,1,-0.3294408734879703,1,Mr,0
233,2,0,2.2039151890683,0,0,-0.3827497867203223,1,1,-0.22420951589993884,1,Mr,0
234,3,1,-1.8895310565548598,4,2,-0.03689118372041605,1,7,0.30194727204021843,0,Miss,1
235,2,0,-0.4492444145763405,0,0,-0.440755422443577,1,1,0.6176413448043128,1,Mr,0
236,3,1,-0.613396709893425,0,0,-0.4977942975714441,1,1,0.09148455686415553,1,Miss,0
237,2,0,1.0668467875063112,1,0,-0.14105963787342762,1,2,-1.0660603766041905,0,Mr,0
238,2,1,-1.662117376242462,0,2,-0.13622583489648973,1,3,0.5124099872162814,0,Miss,1
239,2,0,-0.8282672150970034,0,0,-0.440755422443577,1,1,0.4071786296282499,1,Mr,0
240,2,0,0.23299662636085275,0,0,-0.40643542130731797,1,1,-0.5399035886640332,1,Mr,0
241,3,1,-0.613396709893425,1,0,-0.3643001275179457,2,2,-0.6451349462520647,0,Miss,0
242,3,1,-0.613396709893425,1,0,-0.3440793629048191,0,2,0.30194727204021843,0,Miss,1
243,2,0,-0.0702216140556776,0,0,-0.440755422443577,1,1,0.4071786296282499,1,Mr,0
244,3,0,-0.6008535347846057,0,0,-0.5060117626322386,1,1,0.19671591445218697,1,Mr,0
245,3,0,0.00558294604845499,0,0,-0.5040782414414634,2,1,-0.7503663038400961,1,Mr,0
246,1,0,1.0668467875063112,2,0,1.096393924222673,0,3,-0.013746800723875921,0,Mr,0
247,3,1,-0.37343985447220795,0,0,-0.49344387489220004,1,1,1.0385667751564387,1,Miss,0
248,2,1,-0.4492444145763405,0,2,-0.3634145748125707,1,3,0.4071786296282499,0,Mrs,1
249,1,0,0.5362148667773831,1,1,0.3723714461673892,1,3,0.19671591445218697,0,Mr,1
250,2,0,1.8248923885476371,1,0,-0.14105963787342762,1,2,0.19671591445218697,0,Other,0
251,3,0,0.19854581869126806,0,0,-0.5035948611437696,1,1,-0.5399035886640332,1,Mr,0
252,3,1,-0.0702216140556776,1,1,-0.4414804928901177,1,3,1.5647235630965959,0,Mrs,0
253,1,0,2.4313288693806974,0,0,-0.13042527132416426,1,1,-0.22420951589993884,1,Mr,0
254,3,0,0.00558294604845499,1,0,-0.33247823576016816,1,2,-0.3294408734879703,0,Mr,0
255,3,1,0.8394331071939134,0,2,-0.25296217678953986,1,3,1.354260847920533,0,Mrs,0
256,3,1,-0.0702216140556776,0,2,-0.3489943737717696,2,3,1.2490294903325014,0,Mrs,1
257,1,1,0.5388592118972947,0,0,0.8875736356189561,2,1,0.30194727204021843,1,Mrs,1
258,1,1,0.00558294604845499,0,0,1.0287206825455424,1,1,-0.7503663038400961,1,Miss,1
259,1,1,0.38460574656911795,0,0,9.262218501053868,2,1,-1.171291734192222,1,Miss,1
260,2,1,1.5216741481311067,0,1,-0.14105963787342762,1,2,-0.013746800723875921,0,Mrs,1
261,3,0,0.19854581869126806,0,0,-0.49392725518989383,0,1,-1.0660603766041905,1,Mr,0
262,3,0,-2.041140176763125,4,2,-0.03689118372041605,1,7,0.6176413448043128,0,Master,1
263,1,0,1.673283268339372,1,1,0.8962744809774443,1,3,-1.0660603766041905,0,Mr,0
264,1,0,0.7636285470897809,0,0,-0.6437751474749684,1,1,-0.6451349462520647,1,Mr,0
265,3,1,-0.613396709893425,0,0,-0.49392725518989383,0,1,-0.960829019016159,1,Miss,0
266,2,0,0.4604103066732505,0,0,-0.440755422443577,1,1,-1.0660603766041905,1,Mr,0
267,3,0,-1.0556808954094012,4,1,0.123591075113922,1,6,-0.22420951589993884,0,Mr,0
268,3,0,-0.37343985447220795,1,0,-0.49344387489220004,1,2,-0.3294408734879703,0,Mr,1
269,1,1,2.1281106289641674,0,1,2.323454809918357,1,2,1.8804176358606903,0,Mrs,1
270,1,1,0.38460574656911795,0,0,1.9787234497726727,1,1,-0.5399035886640332,1,Miss,1
271,1,0,0.19854581869126806,0,0,-0.04438357833466977,1,1,-0.6451349462520647,1,Mr,0
272,3,0,-0.37343985447220795,0,0,-0.6437751474749684,1,1,0.09148455686415553,1,Mr,1
273,2,1,0.8394331071939134,0,1,-0.26673851527381287,1,2,1.4594922055085644,0,Mrs,1
274,1,0,0.5362148667773831,0,1,-0.06951935381474683,2,2,-0.6451349462520647,0,Mr,0
